---------------------------------------------------------------------------------------------------
Date: 8/26/2026 -- 23:53:37 (uptime: 0d, 00h 00m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
flow.mgr.flows_notimeout                                     | Total                     | 183
flow.mgr.flows_timeout                                       | Total                     | 54
flow.mgr.flows_evicted                                       | Total                     | 54
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 54
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:01:56 (uptime: 0d, 00h 01m 28s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 4710
capture.afpacket.polls                                       | Total                     | 10551
capture.afpacket.poll_timeout                                | Total                     | 9994
capture.afpacket.poll_data                                   | Total                     | 557
decoder.pkts                                                 | Total                     | 4707
decoder.bytes                                                | Total                     | 6406406
decoder.ipv4                                                 | Total                     | 4672
decoder.ipv6                                                 | Total                     | 35
decoder.ethernet                                             | Total                     | 4707
decoder.tcp                                                  | Total                     | 4700
tcp.syn                                                      | Total                     | 172
tcp.synack                                                   | Total                     | 158
tcp.rst                                                      | Total                     | 33
decoder.icmpv6                                               | Total                     | 7
decoder.avg_pkt_size                                         | Total                     | 1361
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 183
flow.active                                                  | Total                     | 116
flow.tcp                                                     | Total                     | 179
flow.icmpv6                                                  | Total                     | 4
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 26
tcp.ssn_from_pool                                            | Total                     | 26
tcp.invalid_checksum                                         | Total                     | 2282
flow.end.state.new                                           | Total                     | 67
flow.end.tcp_state.syn_sent                                  | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 9
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10166
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 267
flow.mgr.flows_notimeout                                     | Total                     | 200
flow.mgr.flows_timeout                                       | Total                     | 67
flow.mgr.flows_evicted                                       | Total                     | 67
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 67
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:04 (uptime: 0d, 00h 01m 36s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 4908
capture.afpacket.polls                                       | Total                     | 11269
capture.afpacket.poll_timeout                                | Total                     | 10687
capture.afpacket.poll_data                                   | Total                     | 582
decoder.pkts                                                 | Total                     | 4905
decoder.bytes                                                | Total                     | 6464124
decoder.ipv4                                                 | Total                     | 4870
decoder.ipv6                                                 | Total                     | 35
decoder.ethernet                                             | Total                     | 4905
decoder.tcp                                                  | Total                     | 4898
tcp.syn                                                      | Total                     | 185
tcp.synack                                                   | Total                     | 171
tcp.rst                                                      | Total                     | 33
decoder.icmpv6                                               | Total                     | 7
decoder.avg_pkt_size                                         | Total                     | 1317
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 4
flow.total                                                   | Total                     | 196
flow.active                                                  | Total                     | 116
flow.tcp                                                     | Total                     | 192
flow.icmpv6                                                  | Total                     | 4
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 26
tcp.ssn_from_pool                                            | Total                     | 26
tcp.invalid_checksum                                         | Total                     | 2377
flow.end.state.new                                           | Total                     | 80
flow.end.tcp_state.syn_sent                                  | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 10
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10176
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 285
flow.mgr.flows_notimeout                                     | Total                     | 205
flow.mgr.flows_timeout                                       | Total                     | 80
flow.mgr.flows_evicted                                       | Total                     | 80
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 80
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:12 (uptime: 0d, 00h 01m 44s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 5138
capture.afpacket.polls                                       | Total                     | 12340
capture.afpacket.poll_timeout                                | Total                     | 11736
capture.afpacket.poll_data                                   | Total                     | 604
decoder.pkts                                                 | Total                     | 5135
decoder.bytes                                                | Total                     | 6552269
decoder.ipv4                                                 | Total                     | 5100
decoder.ipv6                                                 | Total                     | 35
decoder.ethernet                                             | Total                     | 5135
decoder.tcp                                                  | Total                     | 5128
tcp.syn                                                      | Total                     | 202
tcp.synack                                                   | Total                     | 188
tcp.rst                                                      | Total                     | 34
decoder.icmpv6                                               | Total                     | 7
decoder.avg_pkt_size                                         | Total                     | 1276
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 5
flow.total                                                   | Total                     | 213
flow.active                                                  | Total                     | 124
flow.tcp                                                     | Total                     | 209
flow.icmpv6                                                  | Total                     | 4
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 27
tcp.ssn_from_pool                                            | Total                     | 27
tcp.invalid_checksum                                         | Total                     | 2484
flow.end.state.new                                           | Total                     | 89
flow.end.tcp_state.syn_sent                                  | Total                     | 22
flow.mgr.full_hash_pass                                      | Total                     | 11
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10187
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 314
flow.mgr.flows_notimeout                                     | Total                     | 225
flow.mgr.flows_timeout                                       | Total                     | 89
flow.mgr.flows_evicted                                       | Total                     | 89
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 89
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:20 (uptime: 0d, 00h 01m 52s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 5324
capture.afpacket.polls                                       | Total                     | 13413
capture.afpacket.poll_timeout                                | Total                     | 12784
capture.afpacket.poll_data                                   | Total                     | 629
decoder.pkts                                                 | Total                     | 5323
decoder.bytes                                                | Total                     | 6605038
decoder.ipv4                                                 | Total                     | 5288
decoder.ipv6                                                 | Total                     | 35
decoder.ethernet                                             | Total                     | 5323
decoder.tcp                                                  | Total                     | 5316
tcp.syn                                                      | Total                     | 215
tcp.synack                                                   | Total                     | 201
tcp.rst                                                      | Total                     | 34
decoder.icmpv6                                               | Total                     | 7
decoder.avg_pkt_size                                         | Total                     | 1240
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 226
flow.active                                                  | Total                     | 122
flow.tcp                                                     | Total                     | 222
flow.icmpv6                                                  | Total                     | 4
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 27
tcp.ssn_from_pool                                            | Total                     | 27
tcp.invalid_checksum                                         | Total                     | 2576
flow.end.state.new                                           | Total                     | 104
flow.end.tcp_state.syn_sent                                  | Total                     | 25
flow.mgr.full_hash_pass                                      | Total                     | 12
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10203
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 339
flow.mgr.flows_notimeout                                     | Total                     | 235
flow.mgr.flows_timeout                                       | Total                     | 104
flow.mgr.flows_evicted                                       | Total                     | 104
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 104
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:28 (uptime: 0d, 00h 02m 00s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 6030
capture.afpacket.polls                                       | Total                     | 14181
capture.afpacket.poll_timeout                                | Total                     | 13446
capture.afpacket.poll_data                                   | Total                     | 735
decoder.pkts                                                 | Total                     | 6053
decoder.bytes                                                | Total                     | 7386532
decoder.ipv4                                                 | Total                     | 6018
decoder.ipv6                                                 | Total                     | 35
decoder.ethernet                                             | Total                     | 6053
decoder.tcp                                                  | Total                     | 6046
tcp.syn                                                      | Total                     | 247
tcp.synack                                                   | Total                     | 233
tcp.rst                                                      | Total                     | 36
decoder.icmpv6                                               | Total                     | 7
decoder.avg_pkt_size                                         | Total                     | 1220
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 3
flow.total                                                   | Total                     | 258
flow.active                                                  | Total                     | 145
flow.tcp                                                     | Total                     | 254
flow.icmpv6                                                  | Total                     | 4
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 28
tcp.ssn_from_pool                                            | Total                     | 28
tcp.invalid_checksum                                         | Total                     | 2933
flow.end.state.new                                           | Total                     | 113
flow.end.tcp_state.syn_sent                                  | Total                     | 25
flow.mgr.full_hash_pass                                      | Total                     | 12
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10211
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 362
flow.mgr.flows_notimeout                                     | Total                     | 249
flow.mgr.flows_timeout                                       | Total                     | 113
flow.mgr.flows_evicted                                       | Total                     | 113
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 113
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:36 (uptime: 0d, 00h 02m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 7435
capture.afpacket.polls                                       | Total                     | 15431
capture.afpacket.poll_timeout                                | Total                     | 14429
capture.afpacket.poll_data                                   | Total                     | 1002
decoder.pkts                                                 | Total                     | 7512
decoder.bytes                                                | Total                     | 10455852
decoder.ipv4                                                 | Total                     | 7457
decoder.ipv6                                                 | Total                     | 55
decoder.ethernet                                             | Total                     | 7512
decoder.tcp                                                  | Total                     | 7501
tcp.syn                                                      | Total                     | 277
tcp.synack                                                   | Total                     | 255
tcp.rst                                                      | Total                     | 52
decoder.icmpv6                                               | Total                     | 11
decoder.avg_pkt_size                                         | Total                     | 1391
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 17
flow.total                                                   | Total                     | 289
flow.active                                                  | Total                     | 155
flow.tcp                                                     | Total                     | 284
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 42
tcp.ssn_from_pool                                            | Total                     | 42
tcp.invalid_checksum                                         | Total                     | 3787
flow.end.state.new                                           | Total                     | 134
flow.end.tcp_state.syn_sent                                  | Total                     | 25
flow.mgr.full_hash_pass                                      | Total                     | 13
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10230
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 432
flow.mgr.flows_notimeout                                     | Total                     | 298
flow.mgr.flows_timeout                                       | Total                     | 134
flow.mgr.flows_evicted                                       | Total                     | 134
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 134
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:44 (uptime: 0d, 00h 02m 16s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 8457
capture.afpacket.polls                                       | Total                     | 16584
capture.afpacket.poll_timeout                                | Total                     | 15447
capture.afpacket.poll_data                                   | Total                     | 1137
decoder.pkts                                                 | Total                     | 8454
decoder.bytes                                                | Total                     | 11961673
decoder.ipv4                                                 | Total                     | 8389
decoder.ipv6                                                 | Total                     | 65
decoder.ethernet                                             | Total                     | 8454
decoder.tcp                                                  | Total                     | 8443
tcp.syn                                                      | Total                     | 303
tcp.synack                                                   | Total                     | 276
tcp.rst                                                      | Total                     | 64
decoder.icmpv6                                               | Total                     | 11
decoder.avg_pkt_size                                         | Total                     | 1414
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 25
flow.total                                                   | Total                     | 315
flow.active                                                  | Total                     | 167
flow.tcp                                                     | Total                     | 310
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 50
tcp.ssn_from_pool                                            | Total                     | 50
tcp.invalid_checksum                                         | Total                     | 4285
flow.end.state.new                                           | Total                     | 148
flow.end.tcp_state.syn_sent                                  | Total                     | 25
flow.mgr.full_hash_pass                                      | Total                     | 14
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10243
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 480
flow.mgr.flows_notimeout                                     | Total                     | 332
flow.mgr.flows_timeout                                       | Total                     | 148
flow.mgr.flows_evicted                                       | Total                     | 148
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 148
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:02:52 (uptime: 0d, 00h 02m 24s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 8591
capture.afpacket.polls                                       | Total                     | 17288
capture.afpacket.poll_timeout                                | Total                     | 16138
capture.afpacket.poll_data                                   | Total                     | 1150
decoder.pkts                                                 | Total                     | 8588
decoder.bytes                                                | Total                     | 12002750
decoder.ipv4                                                 | Total                     | 8523
decoder.ipv6                                                 | Total                     | 65
decoder.ethernet                                             | Total                     | 8588
decoder.tcp                                                  | Total                     | 8577
tcp.syn                                                      | Total                     | 316
tcp.synack                                                   | Total                     | 289
tcp.rst                                                      | Total                     | 64
decoder.icmpv6                                               | Total                     | 11
decoder.avg_pkt_size                                         | Total                     | 1397
decoder.max_pkt_size                                         | Total                     | 32834
tcp.active_sessions                                          | Total                     | 25
flow.total                                                   | Total                     | 328
flow.active                                                  | Total                     | 173
flow.tcp                                                     | Total                     | 323
flow.icmpv6                                                  | Total                     | 5
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 12
decoder.event.ipv6.zero_len_padn                             | Total                     | 1
tcp.sessions                                                 | Total                     | 50
tcp.ssn_from_pool                                            | Total                     | 50
tcp.invalid_checksum                                         | Total                     | 4352
flow.end.state.new                                           | Total                     | 155
flow.end.tcp_state.syn_sent                                  | Total                     | 25
flow.mgr.full_hash_pass                                      | Total                     | 15
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10255
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 502
flow.mgr.flows_notimeout                                     | Total                     | 347
flow.mgr.flows_timeout                                       | Total                     | 155
flow.mgr.flows_evicted                                       | Total                     | 155
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 155
flow.recycler.queue_avg                                      | Total                     | 1
flow.recycler.queue_max                                      | Total                     | 7
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1376256
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9817056
---------------------------------------------------------------------------------------------------
Date: 8/27/2026 -- 00:03:00 (uptime: 0d, 00h 02m 32s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
